"carVIN","trueCarID","scrapeDate","scrapeURL","listingDateDiff","vehicleHistUseType","vehicleHistTitleStatus","vehicleHistNumOwners","vehicleHistAccidents","transmissionType","fuelType","driveType","engineInfo","mileage","interiorColor","exteriorColor","style","monthlyPayment","priceClassDiffDirection","priceClassDiffAmt","priceClassification","mileageRatingCity","mileageRatingHighway","accidentN","ownersN","listPrice","city","state","allFeatures"
"5YFBURHE8HP571786","4057-B","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE8HP571786/2017-toyota-corolla/",-16,"Personal Use","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",113451,"Black","Super White","Sedan",215,"below",NA,"Excellent Price","28 cty "," 36 hwy",0,0,13000,"Alexander City"," AL","LE Premium Package: 16"" X 6.5"" Alloy Wheels; LED Daytime Running Lights; Entune Audio Plus with Connected Navigation ~ Pre-Collision System (PCS) forward collision mitigation ~ Pedestrian impact prevention ~ Rear mounted camera ~ Lane Departure Alert (LDA) w/Steering Assist ~ Brake assist system ~ Auto high-beam headlights ~ Immobilizer ~ Electronic stability control system ~ Hill start assist ~ LED daytime running lights ~ Manual rear child safety door locks ~ 8 airbags ~ Front passenger seat cushion airbag ~ Driver front impact airbag ~ Passenger front impact airbag ~ Seat mounted side impact driver airbag ~ Seat mounted side impact front passenger airbag"
"JTDEPRAE0LJ066482","21619","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE0LJ066482/2020-toyota-corolla/",-119,"Fleet Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",15396,"Macadamia","Barcelona Red Metallic","Sedan",441,"above",NA,"High Price","30 cty "," 38 hwy",0,0,26601,"Mesa"," AZ","Engine: 1.8L I-4 DOHC 16-Valve;  Valvematic ~ Transmission: Continuously Variable (CVTi-S) ~ Front-Wheel Drive ~ 4.76 Axle Ratio ~ Battery w/Run Down Protection ~ Gas-Pressurized Shock Absorbers ~ Front And Rear Anti-Roll Bars ~ Electric Power-Assist Steering ~ 13.2 Gal. Fuel Tank ~ Single Stainless Steel Exhaust ~ Strut Front Suspension w/Coil Springs ~ Multi-Link Rear Suspension w/Coil Springs ~ 4-Wheel Disc Brakes w/4-Wheel ABS; Front Vented Discs; Brake Assist; Hill Hold Control and Electric Parking Brake ~ Tires: P205/55R16 All-Season ~ Steel Spare Wheel ~ Compact Spare Tire Mounted Inside Under Cargo ~ Clearcoat Paint ~ Body-Colored Front Bumper w/Black Bumper Insert"
"5YFEPMAE1MP215384","H8905","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE1MP215384/2021-toyota-corolla/",-55,"Fleet Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",59307,"Black","Super White","Sedan",344,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,20762,"Greenwood"," IN","4 Cylinder Engine ~ 4-Wheel ABS ~ 4-Wheel Disc Brakes ~ A/C ~ Adaptive Cruise Control ~ Adjustable Steering Wheel ~ AM/FM Stereo ~ Apple CarPlay ~ Auto-Off Headlights ~ Back-Up Camera ~ Brake Assist ~ Bucket Seats ~ Child Safety Locks ~ Climate Control ~ Cloth Seats ~ Compact Spare Tire ~ Continuously Variable Trans ~ Cruise Control"
"5YFBURHEXJP820918","T22681B","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHEXJP820918/2018-toyota-corolla/",-31,"Rental Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",72281,"NA","Classic Silver Metallic","Sedan",290,"below",-39,"Great Price","28 cty "," 36 hwy",NA,NA,17500,"O Fallon"," IL","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: Entune Audio w/6.1'' Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar"
"JTDEAMDE3MJ014264","MJ014264","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEAMDE3MJ014264/2021-toyota-corolla/",-29,"Personal Use","Clean",1,0,"Automatic","Hybrid","FWD","1.8L Inline-4 Hybrid",51739,"Black","Super White","Sedan",406,"below",-79,"Great Price","53 cty "," 52 hwy",NA,NA,24494,"Las Vegas"," NV","Preferred Owners Portfolio (Tms) (Ppo) ~ Lane Keeping Assist ~ Keyless Start ~ Bluetooth Connection ~ Blind Spot Monitor W/Rcta -Inc: Lane Change Assist ~ Black ~  Premium Fabric Seat Trim ~ Super White ~ 50 State Emissions"
"2T1BURHE8KC203048","E19174","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE8KC203048/2019-toyota-corolla/",-41,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",61133,"Black","Black Sand Pearl","Sedan",305,"above",62,"Fair Price","28 cty "," 36 hwy",0,1,18391,"Hackensack"," NJ","**** 2014.5 MODEL EQUIPPED WITH A BACK UP CAMERA **** ~ **** NAVIGATION **** ~ 6 Speakers ~ ABS (4-wheel) ~ ABS brakes ~ AM/FM radio ~ Adaptive cruise control ~ Air Conditioning ~ Air filtration ~ Airbag deactivation (occupant sensing passenger) ~ Antenna type (element) ~ Anti-theft system (vehicle immobilizer) ~ Armrests (rear center with cupholders) ~ Armrests (rear folding) ~ Assist handle (front) ~ Assist handle (rear) ~ Auto High-beam Headlights ~ Automatic emergency braking (front pedestrian)"
"5YFBURHE0EP017511","X1429AH","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE0EP017511/2014-toyota-corolla/",-2,"Personal Use","Clean",4,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",126000,"NA","Super White","Sedan",182,"below",-847,"Excellent Price","29 cty "," 37 hwy",0,4,10995,"Logan"," UT","6 Speakers ~ AM/FM radio ~ CD player ~ MP3 decoder ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1'' Touch Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags"
"2T1BURHE8EC107683","32728A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE8EC107683/2014-toyota-corolla/",-30,"Personal Use","Clean",3,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",165023,"NA","Gray","Sedan",182,NA,NA,"Fair Price","29 cty "," 37 hwy",1,1,10987,"Staunton"," VA","Headlights LED ~ Air Conditioning - Front - Automatic Climate Control ~ Driver Seat Power Adjustments: 8 ~ Steering Wheel Mounted Controls Paddle Shifter ~ Driver Seat Heated ~ Passenger Seat Heated ~ Airbags - Driver - Knee ~ Daytime Running Lights LED ~ Airbags - Front - Side ~ Airbags - Front - Side Curtain ~ Airbags - Rear - Side Curtain ~ Cruise Control ~ ABS Brakes (4-Wheel) ~ Audio Auxiliary Input: IPod/IPhone Integration ~ Audio Auxiliary Input: USB ~ Seats Front Seat Type: Bucket ~ Auto-Lock ~ Power Windows"
"5YFS4MCE9NP122395","CTB231369A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFS4MCE9NP122395/2022-toyota-corolla/",-10,"Personal Use","Clean",1,1,"Automatic","Gas","FWD","2.0L Inline-4 Gas",6889,"Cream","Blueprint","Sedan",412,"below",-114,"Great Price","31 cty "," 40 hwy",1,1,24891,"Tampa"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFEPMAE7NP289135","NP289135","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE7NP289135/2022-toyota-corolla/",-2,"Mixed Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",24880,"Black","Wind Chill Pearl","Sedan",403,"above",595,"High Price","30 cty "," 38 hwy",0,1,24342,"Leesburg"," VA","Lane Keeping Assist ~ Bluetooth Connection ~ Black ~  Premium Fabric Seat Trim ~ 50 State Emissions"
"2T1BURHE2HC777654","SC777654","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE2HC777654/2017-toyota-corolla/",-141,"Mixed Use","Clean",4,2,"Automatic","Gas","FWD","1.8L Inline-4 Gas",78370,"NA","Barcelona Red Metallic","Sedan",248,"below",-233,"Great Price","28 cty "," 36 hwy",2,4,14970,"Stone Mountain"," GA","1 12V DC Power Outlet ~ 13.2 Gal. Fuel Tank ~ 390CCA Maintenance-Free Battery w/Run Down Protection ~ 4-Way Passenger Seat ~ 60-40 Folding Bench Front Facing Fold Forward Seatback Rear Seat ~ 80 Amp Alternator ~ Air Filtration ~ Airbag Occupancy Sensor ~ Analog Appearance ~ Automatic Equalizer ~ Back-Up Camera ~ Black Grille ~ Black Side Windows Trim ~ Body-colored door handles ~ Body-Colored Front Bumper ~ Body-Colored Rear Bumper ~ Cargo Space Lights ~ Carpet Floor Trim and Carpet Trunk Lid/Rear Cargo Door Trim"
"JTDEPMAE8NJ218725","M3T017666A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE8NJ218725/2022-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",16153,"NA","Classic Silver Metallic","Sedan",360,"below",-316,"Great Price","30 cty "," 38 hwy",0,1,21721,"Hialeah"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFBURHE4KP912978","C202670A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE4KP912978/2019-toyota-corolla/",-16,"Personal Use","Clean",2,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",51170,"Black","Celestite Gray Metallic","Sedan",308,NA,NA,"Fair Price","28 cty "," 35 hwy",1,2,18584,"Tampa"," FL","SE Premium Package ~ 6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: Entune Audio Plus w/Connected Navigation ~ Radio: Entune Audio w/6.1'' Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes"
"5YFEPMAE5NP382428","TP10398","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE5NP382428/2022-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",419,"Macadamia","Blueprint","Sedan",396,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,23900,"Taylorsville"," IN","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDBU4EE1B9129422","B9129422NSRX","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDBU4EE1B9129422/2011-toyota-corolla/",-19,"Rental Use","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",85741,"Ash","Classic Silver Metallic","Sedan",181,"below",-662,"Excellent Price","26 cty "," 34 hwy",0,3,10895,"Fresno"," CA","4 Cylinder Engine ~ 4-Speed A/T ~ 4-Wheel ABS ~ A/C ~ Adjustable Steering Wheel ~ AM/FM Stereo ~ Auxiliary Pwr Outlet ~ Brake Assist ~ Bucket Seats ~ CD Player ~ Child Safety Locks ~ Cloth Seats ~ Compact Spare Tire ~ Cruise Control ~ Daytime Running Lights ~ Driver Air Bag ~ Driver Vanity Mirror ~ Electronic Stability Control"
"5YFFPMAE7MP242786","MP242786","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFFPMAE7MP242786/2021-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",33018,"Macadamia","Black Sand Pearl","Sedan",379,"below",-801,"Excellent Price","29 cty "," 37 hwy",NA,NA,22899,"Oklahoma City"," OK","4 Cylinder Engine ~ 4-Wheel ABS ~ 4-Wheel Disc Brakes ~ A/C ~ Adaptive Cruise Control ~ Adjustable Steering Wheel ~ Aluminum Wheels ~ AM/FM Stereo ~ Apple CarPlay ~ Auto-Off Headlights ~ Back-Up Camera ~ Blind Spot Monitor ~ Brake Assist ~ Bucket Seats ~ Child Safety Locks ~ Climate Control ~ Compact Spare Tire ~ Continuously Variable Trans"
"JTDEPRAE9LJ088349","FR7528","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE9LJ088349/2020-toyota-corolla/",-13,"Rental Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",61960,"Black","Barcelona Red Metallic","Sedan",315,"below",-175,"Great Price","30 cty "," 38 hwy",0,0,18988,"Fredericksburg"," VA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"5YFEPMAE7MP218449","I19213","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE7MP218449/2021-toyota-corolla/",-31,"Rental Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",55701,"Black","Super White","Sedan",348,"above",600,"High Price","30 cty "," 38 hwy",0,2,20991,"Hackensack"," NJ","**** 2014.5 MODEL EQUIPPED WITH A BACK UP CAMERA **** ~ **** NAVIGATION **** ~ 4-Wheel Disc Brakes ~ 6 Speakers ~ ABS (4-wheel) ~ ABS brakes ~ AM/FM radio: SiriusXM ~ Adaptive cruise control ~ Adaptive stop and go cruise control (semi-automatic) ~ Air Conditioning ~ Air filtration ~ Airbag deactivation (occupant sensing passenger) ~ Antenna type (diversity) ~ Antenna type (mast) ~ Anti-theft system (vehicle immobilizer) ~ Apple CarPlay/Android Auto ~ Armrests (rear center with cupholders) ~ Armrests (rear folding)"
"JTDEAMDE4MJ010305","MJ010305P","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEAMDE4MJ010305/2021-toyota-corolla/",-84,"Personal Use","Clean",1,1,"Automatic","Hybrid","FWD","1.8L Inline-4 Hybrid",88950,"Black","Black Sand Pearl","Sedan",378,"above",46,"Fair Price","53 cty "," 52 hwy",1,1,22799,"West Covina"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDEPRAEXLJ087971","87971","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAEXLJ087971/2020-toyota-corolla/",-167,"Mixed Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",55253,"Black","Super White","Sedan",398,"above",NA,"High Price","30 cty "," 38 hwy",0,0,23988,"Pensacola"," FL","Front Wheel Drive ~ Lane Departure Warning ~ Rear Back Up Camera ~ AM/FM Stereo ~ Apple CarPlay ~ Android Auto ~ MP3 Sound System ~ Wheels-Steel ~ Wheels-Wheel Covers ~ Communications-Onboard Hands Free ~ Telephone-Hands-Free Wireless Connection ~ Remote Keyless Entry ~ Trip Computer ~ Tilt Wheel ~ Traction Control ~ Brakes-ABS-4 Wheel ~ 4 Wheel Disc Brakes ~ Tire-Pressure Monitoring System"
"2T1BURHE1FC281970","23669481","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE1FC281970/2015-toyota-corolla/",-8,"Fleet Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",95252,"Black","Classic Silver Metallic","Sedan",282,NA,NA,"Great Price","29 cty "," 37 hwy",0,0,16998,"College Station"," TX","Rear View Camera ~ Cruise Control ~ Auxiliary Audio Input ~ Rear Spoiler ~ Alloy Wheels ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Rear Defroster ~ CD Audio ~ Power Windows ~ Automatic Transmission ~ Bluetooth Technology"
"JTDEPMAEXMJ185113","16220P","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAEXMJ185113/2021-toyota-corolla/",-42,"Fleet Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",13224,"NA","Super White","Sedan",398,"above",207,"Fair Price","30 cty "," 38 hwy",NA,NA,24013,"Savannah"," GA","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams"
"5YFEPRAEXLP042380","LP04238T","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAEXLP042380/2020-toyota-corolla/",-5,"Rental Use","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",54902,"Black","Celestite","Sedan",313,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,18901,"Grapevine"," TX","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"JTDEPMAE2MJ176101","H131632B","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE2MJ176101/2021-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",14293,"Black","Barcelona Red Metallic","Sedan",328,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,19799,"Miami"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDEAMDE8MJ010713","T10713","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEAMDE8MJ010713/2021-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Hybrid","FWD","1.8L Inline-4 Hybrid",5868,"Black","Celestite","Sedan",431,"below",-772,"Great Price","53 cty "," 52 hwy",0,0,25988,"Marina Del Rey"," CA","Hybrid Engine Type ~ Regular Unleaded Fuel Type ~ 121 Horsepower ~ 5200 Horsepower RPM ~ 105 Torque ~ 3600 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ Variable Valvetrain ~ Double Overhead Valvetrain ~ 16 Number of Valves ~ 13.0 Compression Ratio ~ 71.0 Electric Motor Output ~ 53 EPA City Fuel Economy ~ 52 EPA Highway Fuel Economy ~ 52 EPA Combined Fuel Economy ~ Automatic Transmission Type"
"5YFBURHEXFP212596","P14516C","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHEXFP212596/2015-toyota-corolla/",-10,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",106635,"Cream","Celestite Gray Metallic","Sedan",240,"above",769,"High Price","28 cty "," 37 hwy",0,1,14500,"Mattoon"," IL","6 Speakers ~ AM/FM radio: SiriusXM ~ CD player ~ MP3 decoder ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1'' Touch Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags"
"2T1BURHE2GC626215","GC626215","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE2GC626215/2016-toyota-corolla/",-12,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",72654,"Ash","Celestite Gray Metallic","Sedan",253,"below",-214,"Great Price","29 cty "," 38 hwy",0,2,15290,"Scottsdale"," AZ","Bluetooth Connection ~ Ash ~  Fabric Seat Trim ~ Slate Metallic ~ 50 State Emissions"
"5YFBURHEXFP212596","P14516C","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHEXFP212596/2015-toyota-corolla/",-10,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",106635,"Cream","Celestite Gray Metallic","Sedan",240,"above",769,"High Price","28 cty "," 37 hwy",0,1,14500,"Mattoon"," IL","6 Speakers ~ AM/FM radio: SiriusXM ~ CD player ~ MP3 decoder ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1'' Touch Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags"
"5YFBURHE2HP610646","HP610646","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE2HP610646/2017-toyota-corolla/",-1,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",66295,"Cream","Black Sand Pearl","Sedan",298,"below",-198,"Great Price","28 cty "," 36 hwy",0,1,17998,"Littleton"," CO","Carpet Mat Package (Tms) -Inc: Carpet Floor Mats &amp; Trunk Mat (Ppo) ~ Lane Keeping Assist ~ Rear Bumper Protector (Tms) (Ppo) ~ Bluetooth Connection ~ Black Sand Pearl ~ 50 State Emissions"
"JTDDPRAE9LJ068792","LJ068792","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDDPRAE9LJ068792/2020-toyota-corolla/",-21,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",66761,"NA","Classic Silver Metallic","Sedan",323,NA,NA,"High Price","30 cty "," 38 hwy",0,0,19495,"Mckinney"," TX","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Rear window defroster ~ Power steering ~ Power windows ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial ~ Front anti-roll bar ~ Knee airbag"
"JTDBR32EX70129351","9351","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDBR32EX70129351/2007-toyota-corolla/",-118,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",146144,"NA","Red","Sedan",124,"below",-225,"Excellent Price","30 cty "," 38 hwy",0,2,7495,"Louisville"," KY","Air Filtration ~  Center Console Trim - Simulated Wood ~  Dash Trim - Simulated Wood ~  Door Trim - Simulated Wood ~  Front Air Conditioning ~  Front Air Conditioning Zones - Single ~  Center Console - Front Console With Storage ~  Cupholders - Front ~  Multi-Function Remote - Keyless Entry ~  Power Outlet(S) - 12v Front ~  Power Steering - Variable/Speed-Proportional ~  Vanity Mirrors - Dual ~  Steering Wheel - Tilt ~  Cargo Area Light ~  Reading Lights - Front ~  One-Touch Windows - 1 ~  Front Brake Diameter - 10.8 ~  Front Brake Width - 1.0"
"1NXBR32E28Z033039","P033039_CT","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/1NXBR32E28Z033039/2008-toyota-corolla/",-33,"Personal Use","Clean",4,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",154295,"Tan","NA","Sedan",99,"below",-231,"Excellent Price","26 cty "," 35 hwy",1,4,5995,"Woodinville"," WA","15'' x 6J Steel Wheels w/Full Wheel Covers ~ Cloth Seat Trim ~ AM/FM Stereo w/CD & 4 Speakers ~ Front beverage holders ~ Tilt steering wheel ~ Split folding rear seat ~ Speed-sensing steering ~ Rear window defroster ~ Rear anti-roll bar ~ Power steering ~ Power door mirrors ~ Passenger vanity mirror ~ Passenger door bin ~ Outside temperature display ~ Occupant sensing airbag ~ Low tire pressure warning ~ Front wheel independent suspension ~ Front anti-roll bar"
"JTDEPMAE9NJ214294","U132223A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE9NJ214294/2022-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",31048,"Black","Barcelona Red Metallic","Sedan",389,"above",84,"Fair Price","30 cty "," 38 hwy",NA,NA,23500,"Macon"," GA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFEPRAEXLP108622","S21109","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAEXLP108622/2020-toyota-corolla/",-44,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",52983,"Black","Super White","Sedan",315,"below",-219,"Great Price","30 cty "," 38 hwy",0,1,18998,"Sandy"," UT","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
